Course Title,Course Description,Antirequisites,Prerequisites,Extra Information,Course Weight,Subject
Electrical and Computer Engineering 4431A/B SELECTED TOPICS IN ELECTRICAL ENGINEERING II,The course deals with topics of current interest in Electrical Engineering. Topics and course outlines will be available at the time of registration.,,,"2 lecture hours, 2 laboratory hours, or 3 lecture hours, 1 laboratory hour.",0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4432A/B RADIATION AND PROPAGATION,"EM radiation principles; EM wave propagation, wave polarization, reciprocity theorem, antenna properties, dipole antennas; reflection from the ground; waveguides and transmission lines, impedance matching, antenna arrays, selected topics.",,"Applied Mathematics 3415A/B, ECE 3336A/B, ECE 3370A/B",3 lecture hours.,0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4433A/B DIGITAL COMMUNICATIONS SYSTEMS,"Transceiver design for digital communication systems, design goals and tradeoffs. Deterministic and random signals. Digital modulation techniques, optimal receiver design, performance analysis under noisy conditions. Digital communication through bandlimited channels. Characteristics of wireless channel, intersymbol interference, channel estimation, adaptive equalization. Synchronization techniques. Multiple access techniques, CDMA, TDMA, FDMA. Principles of OFDM, cyclic prefix, in-band pilots, PAPR, applications of OFDM.",,"ECE 3331A/B, ECE 3370A/B, Statistical Sciences 2141A/B, Applied Mathematics 3415A/B","3 lecture hours, 1.5 laboratory hours.",0.50,Electrical and Computer Engineering
"Electrical and Computer Engineering 4436A/B NETWORKING: PRINCIPLES, PROTOCOLS AND ARCHITECTURE","Introduction to networking, network architecture and protocols, layering, OSI and TCP/IP models. Physical layer: transmission media, data encoding, Asynchronous and synchronous transmission. Data link layer: error detection, flow control, error control. Packet Switching: datagrams, virtual circuits, routing, congestion control, internetworking. Local area networks, network layer and transport layer.",Computer Science 3357A/B,"Engineering Science 1036A/B, Computer Science 1026A/B","3 lecture hours, 2 laboratory hours.",0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4437A/B COMMUNICATIONS THEORY,Introduction to communication systems and information theory. Classification of signals and systems. Fourier series and transform applications. Power spectra and spectral density. Band-limited signals and noise. Sampling theory and digital transmission. Modulation techniques; pulse code modulation. Selected topics.,,"ECE 3330A/B, ECE 3331A/B, ECE 3375A/B, Statistical Sciences 2141A/B, Statistical Sciences 2143A/B, Applied Mathematics 2276A/B","3 lecture hours, 1 tutorial hour.",0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4438A/B ADVANCED IMAGE PROCESSING AND ANALYSIS,"This course explores a few major areas of digital image processing at an advanced level, with primary emphasis on medical applications.  Topics covered include image filtering and enhancement, visualization, image segmentation and image registration. Examples will be presented to give the students exposure to real-world applications in medicine and other applications.",,"ECE 4445A/B, Medical Biophysics 4445A/B",3 lecture hours.,0.50,Electrical and Computer Engineering
"Electrical and Computer Engineering 4439A/B CONVENTIONAL, RENEWABLE AND NUCLEAR ENERGY","Global energy resources, distribution and consumption. Sustainability. Principles of operation and control of thermal, nuclear, thermal and hydroelectric, photovoltaic solar and wind power plants. Distributed Generation (DG) and renewable energy technologies. Grid integration of distributed generation.",,"ECE 3333A/B, MME 2234A/B",3 lecture hours.,0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4445A/B INTRODUCTION TO DIGITAL IMAGE PROCESSING,"This course covers the fundamentals of digital image processing, including image representation, histograms, contrast enhancement, geometric operations, registration, digital filtering and segmentation. Emphasis is placed on implementation of algorithms and on practical applications in industry, science and medicine.",,ECE 3331A/B,3 lecture hours.,0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4451A/B ADVANCED TOPICS IN WIRELESS COMMUNICATIONS,"The objective is to examine in-depth the practice of analog and digital communications. Fundamentals of wireless communication electronics are considered. A number of existing systems, including 2G/3G wireless systems, satellite communication systems, radio and TV broadcasting, and others are reviewed. Design aspects of wireless communications systems.",,"ECE 3370A/B, ECE 4432A/B, ECE 4437A/B, Statistical Sciences 2141A/B, Applied Mathematics 3415A/B, ECE 4433A/B","2 lecture hours, 1.5 laboratory hours.",0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4455A/B BIOMEDICAL SYSTEMS ANALYSIS,"An introduction to biomedical engineering organized around applications of linear and control systems analysis to the dynamics of physiological systems and their responses to diagnostic and therapeutic interventions. Emphasis will be placed on respiratory, cardiovascular, and neuromuscular physiology and interactions of those systems with medical devices.",,"ECE 2233A/B, MSE 2233A/B, ECE 3330A/B",3 lecture hours.,0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4456A/B POWER SYSTEM PROTECTION,To allow students to: a) gain an understanding of the basic principles of protective relays and b) have a practical understanding of protection schemes for electrical power systems and equipment.,,ECE 4464A/B,"3 lecture hours, 1 laboratory hour.",0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4457A/B POWER ELECTRONICS,The use of power semiconductor devices in converter structures (topologies) to process and control the flow of electric energy. The aim of the course is to familiarize students with various power electronic converter topologies and their applications.,,"ECE 2233A/B, ECE 3333A/B, MSE 2233A/B","3 lecture hours, 3 laboratory hours.",0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4460A/B REAL-TIME AND EMBEDDED SYSTEMS,"Review of embedded processors, memory systems, basic peripherals; real-time kernel configurations, task control blocks, interrupt service routines, real-time clocks/timers, multi-tasking, schedulability analysis, inter-task communication, signals, message queues, cooperative/pre-emptive multi-tasking, priority scheduling, priority inversion problems, timing considerations, deadline handing, input-output handling; practical issues in computer control; design, development, and testing techniques.",,"Computer Science 1027A/B, Computer Science 1037A/B, ECE 3375A/B","3 lecture hours, 1.5 laboratory hours.",0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4464A/B ELECTRIC POWER SYSTEMS II,Power flow studies; symmetrical faults; symmetrical components; unsymmetrical faults; power system stability; Introduction to High Voltage DC (HVDC) Transmission and Flexible AC Transmission Systems (FACTS).,,ECE 3333A/B,"3 Lecture hours/week, 1 Tutorial hour/ week; 1 lab hour/week.",0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4468A/B SYSTEMS OPTIMIZATION,Engineering problems as optimization problems. Single-variable optimization. Multi-variable unconstrained optimization. Advanced techniques for unconstrained optimization. Equality and inequality constraints and optimality criteria. Techniques for constrained optimization. Linear programming.,,Applied Mathematics 3415A/B,3 lecture hours.,0.50,Electrical and Computer Engineering
Electrical and Computer Engineering 4469A/B APPLIED CONTROL SYSTEMS,"The course covers analytical methods for analyzing and developing control strategies for industrial processes. These include identification and empirical modeling, tuning of PID controller, digital control systems, z-transformation. PLCs are discussed. Computer based simulation modules using Matlab^® and Simulink^® reused. Examples from different engineering disciplines are studied.",,"ECE 3331A/B, ECE 3330A/B","3 lecture hours, 1.5 laboratory hour.",0.50,Electrical and Computer Engineering
Engineering Science 1021A/B PROPERTIES OF MATERIALS IN ENGINEERING,"An introduction to the relationship between the microstructure and engineering properties of metals, ceramics, polymers, semi-conductors and composites.",,,"3 lecture hours, 2 tutorial hours.",0.50,Engineering Science
Engineering Science 1022A/B/Y ENGINEERING STATICS,"Analysis of forces on structures and machines, including addition and resolution of forces and moments in two and three-dimensions. The application of the principles of equilibrium. Topics: trusses; frames; friction; and centroids.",,,2 lecture hours/week; 1 tutorial hour/week for ten weeks each term - this is equivalent to 3 lecture hours/week and 2 tutorial hours/week over one term.,0.50,Engineering Science
Engineering Science 1036A/B PROGRAMMING FUNDAMENTALS FOR ENGINEERS,"Designing, implementing and testing computer programs using a modern object-oriented language such as C++ to fulfill given specifications for small problems using sound engineering principles and processes. Awareness of the engineering aspects of the process of constructing a computer program.","Computer Science 1025A/B, Computer Science 1026A/B",,"3 lecture hours, 2 laboratory hours.",0.50,Engineering Science
Engineering Science 1050 INTRODUCTORY ENGINEERING DESIGN AND INNOVATION STUDIO,"Introduction to the principles and practices of professional engineering. The design studio fosters innovative thinking, improves problem solving, and provides context. Includes elements of need recognition, conceptualization, prototyping, and engineering design to satisfy commercial specifications. Emphasis on creativity, teamwork, communication and engineering skills necessary to practice in any engineering discipline.",,,"3 lecture hours, 4 laboratory/tutorial hours.",1.00,Engineering Science
Engineering Science 1150 ENGINEERING SUMMER CO-OP,Provides Engineering undergraduates with a co-operative education placement providing practical professional learning experience. Students are supervised by a practicing engineer and are required to submit performance evaluations and to write a final report on the work performed.,,,Non-credit.,0,Engineering Science
